"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"1086","충청남도 천안시 동남구 청당동","집합","517","청수11로","일반상업","제2종근린생활","25m미만","44.52"," ","57,700","1","개인","개인","202408","24","","2018","-","중개거래","충남 천안시 동남구"
"1087","충청남도 아산시 온천동","집합","3149","문화공원로","제2종일반주거","제2종근린생활","-","30.14"," ","6,400","2","개인","개인","202408","24","","2024","-","중개거래","충남 아산시"
"1088","경기도 용인시 처인구 백암면 백암리","일반","1*","덕평로","자연녹지","제2종근린생활","12m미만","458.25","2309.00","227,300","","법인","개인","202408","24","","2016","-","중개거래","경기 용인시 처인구"
"1089","경기도 김포시 양촌읍 유현리","일반","7*","대곶남로672번길","자연녹지","제2종근린생활","12m미만","660.00","1779.00","290,000","","법인","법인","202408","24","","2020","-","직거래","-"
"1090","서울특별시 중구 남창동","집합","5","남대문시장8길","일반상업","판매","12m미만","9.53"," ","3,700","","법인","개인","202408","24","지분","1986","-","직거래","-"
"1091","서울특별시 종로구 재동","일반","2*","북촌로","제1종일반주거","제2종근린생활","25m미만","432.24","231.40","690,000","","법인","개인","202408","24","","1990","-","중개거래","서울 강남구"
"1092","경기도 용인시 처인구 남사읍 봉무리","집합","257-1","","자연녹지","숙박","12m미만","74.27"," ","1,021","6","법인","법인","202408","24","지분","1985","-","직거래","-"
"1093","충청북도 충주시 안림동","집합","134-29","약막7길","자연녹지","제2종근린생활","8m미만","219.27"," ","26,302","","개인","개인","202408","24","","2012","-","직거래","-"
"1094","충청북도 충주시 안림동","집합","134-29","약막7길","자연녹지","기타","8m미만","187.37"," ","22,424","","개인","개인","202408","24","","2012","-","직거래","-"
"1095","충청북도 충주시 안림동","집합","134-29","약막7길","자연녹지","기타","8m미만","559.45"," ","93,898","3","개인","개인","202408","24","","2012","-","직거래","-"
"1096","충청북도 충주시 안림동","집합","134-29","약막7길","자연녹지","제2종근린생활","8m미만","43.97"," ","6,687","2","개인","개인","202408","24","","2012","-","직거래","-"
"1097","충청북도 충주시 안림동","집합","134-29","약막7길","자연녹지","기타","8m미만","600.38"," ","91,112","2","개인","개인","202408","24","","2012","-","직거래","-"
"1098","충청북도 충주시 안림동","집합","134-29","약막7길","자연녹지","기타","8m미만","587.82"," ","79,577","1","개인","개인","202408","24","","2012","-","직거래","-"
"1099","전북특별자치도 전주시 덕진구 우아동2가","일반","9**","아중2길","일반상업","숙박","12m미만","1212.75","341.20","91,000","","개인","개인","202408","24","","2000","20250102","중개거래","전북 전주시 덕진구"
"1100","대구광역시 수성구 두산동","일반","1**","들안로2안길","제1종일반주거","제1종근린생활","12m미만","805.80","571.50","170,000","","개인","개인","202408","24","","1993","-","중개거래","대구 수성구"
"1101","경기도 수원시 장안구 송죽동","집합","503-16","송원로","준주거","제2종근린생활","25m이상","39.78"," ","24,900","1","개인","개인","202408","24","지분","2004","-","중개거래","경기 수원시 장안구"
"1102","인천광역시 부평구 십정동","집합","402-66","동암광장로14번길","일반상업","제2종근린생활","25m이상","120.62"," ","45,000","10","개인","개인","202408","24","","2007","-","중개거래","인천 부평구"
"1103","경기도 이천시 부발읍 가좌리","집합","296-27","중부대로1204번길","자연녹지","제2종근린생활","8m미만","55.96"," ","7,000","","개인","개인","202408","24","","2011","-","직거래","-"
"1104","인천광역시 동구 송림동","일반","5*","샛골로","일반상업","제1종근린생활","8m미만","51.27","17.50","11,000","","개인","개인","202408","24","","1971","-","직거래","-"
"1105","전북특별자치도 전주시 덕진구 송천동1가","집합","98-2","오송1길","제2종일반주거","교육연구","25m미만","87.48"," ","15,500","3","개인","개인","202408","24","","2010","-","직거래","-"
"1106","경기도 양평군 양동면 단석리","일반","3**","","계획관리","기타","8m미만","148.00","494.00","15,076","","법인","개인","202408","24","","1999","20240930","중개거래","경기 양평군"
"1107","인천광역시 동구 금곡동","일반","1*","서해대로513번길","제2종일반주거","제2종근린생활","12m미만","151.36","112.40","32,200","","개인","개인","202408","24","","1985","-","중개거래","인천 미추홀구"
"1108","강원특별자치도 춘천시 동면 만천리","일반","4**","춘천순환로","자연녹지","제2종근린생활","25m이상","241.30","540.33","46,000","","개인","개인","202408","24","지분","2010","-","직거래","-"
"1109","경기도 화성시 산척동","집합","728-5","동탄순환대로","일반상업","제2종근린생활","25m이상","147.33"," ","62,000","","개인","개인","202408","24","","","-","중개거래","경기 화성시"
"1110","경기도 군포시 산본동","집합","1096-2","산본천로","근린상업","판매","25m이상","90.00"," ","1,667","2","개인","개인","202408","24","지분","2002","-","중개거래","경기 군포시"
"1111","경기도 군포시 산본동","집합","1096-2","산본천로","근린상업","판매","25m이상","90.00"," ","1,667","2","개인","개인","202408","24","지분","2002","-","중개거래","경기 군포시"
"1112","경기도 군포시 산본동","집합","1096-2","산본천로","근린상업","판매","25m이상","90.00"," ","1,667","2","개인","개인","202408","24","지분","2002","-","중개거래","경기 군포시"
"1113","전북특별자치도 전주시 완산구 서신동","집합","25-1","백제대로","제2종일반주거","제1종근린생활","25m이상","133.44"," ","51,500","2","개인","법인","202408","24","","2024","-","중개거래","전북 전주시 덕진구"
"1114","경상북도 영덕군 강구면 오포리","일반","5**","동해대로","생산녹지","제2종근린생활","25m이상","96.12","500.00","30,216","","개인","개인","202408","24","","1995","-","직거래","-"
"1115","경기도 화성시 금곡동","일반","2**","금곡로210번길","자연녹지","제2종근린생활","8m미만","198.10","777.00","99,000","","개인","개인","202408","24","","2007","-","중개거래","경기 화성시"
"1116","경상북도 영덕군 강구면 오포리","일반","5**","동해대로","생산녹지","제2종근린생활","25m미만","90.00","455.00","26,792","","개인","개인","202408","24","","2001","-","직거래","-"
"1117","경기도 오산시 금암동","집합","503-1","수목원로468번길","근린상업","교육연구","25m미만","106.11"," ","34,000","4","개인","개인","202408","24","","2021","-","중개거래","경기 오산시"
"1118","경기도 성남시 중원구 금광동","집합","4022","","제2종일반주거","제1종근린생활","25m미만","33.44"," ","35,500","4","개인","법인","202408","24","","2010","-","중개거래","경기 성남시 중원구"
"1119","경기도 성남시 중원구 상대원동","집합","748-2","금상로96번길","준주거","제2종근린생활","8m미만","57.93"," ","26,000","3","개인","개인","202408","24","","2016","-","중개거래","경기 성남시 중원구"
"1120","제주특별자치도 제주시 삼도이동","일반","1**","남성로25길","일반상업","제2종근린생활","8m미만","79.64","122.00","45,000","","개인","개인","202408","24","","","-","중개거래","제주 제주시"
"1121","경기도 용인시 기흥구 서천동","집합","812","서천로127번길","근린상업","숙박","25m미만","18.36"," ","12,000","4","개인","개인","202408","24","","","-","중개거래","경기 수원시 영통구"
"1122","서울특별시 강남구 역삼동","집합","814-6","강남대로","제3종일반주거","제2종근린생활","25m이상","43.31"," ","290,000","2","개인","개인","202408","24","","2006","-","중개거래","서울 강남구"
"1123","서울특별시 강서구 등촌동","집합","637","화곡로68길","준공업","기타","12m미만","59.99"," ","43,000","10","개인","개인","202408","24","","2007","-","중개거래","서울 강서구"
"1124","서울특별시 광진구 중곡동","집합","111-4","천호대로129길","제2종일반주거","제1종근린생활","8m미만","35.26"," ","55,000","1","개인","개인","202408","24","","2016","-","중개거래","서울 광진구"
"1125","경기도 양평군 양동면 단석리","일반","3**","원양1로","계획관리","기타","8m미만","708.28","1819.00","36,912","","법인","개인","202408","24","","1994","20240930","중개거래","경기 양평군"
"1126","대구광역시 북구 산격동","일반","1***","연암로12길","제2종일반주거","제2종근린생활","12m미만","115.02","55.00","26,000","","법인","개인","202408","24","","","-","중개거래","대구 북구"
"1127","경기도 양평군 양동면 단석리","일반","3**","","계획관리","기타","8m미만","277.41","6328.00","67,155","","법인","개인","202408","24","","1995","20240930","중개거래","경기 양평군"
"1128","경기도 남양주시 진접읍 부평리","일반","3**","부마로","생산관리","제2종근린생활","12m미만","158.40","154.66","17,000","","개인","개인","202408","24","지분","2021","-","직거래","-"
"1129","경기도 화성시 향남읍 행정리","집합","486-1","행정중앙2로","일반상업","제1종근린생활","12m미만","28.39"," ","3,500","6","개인","개인","202408","23","","","-","직거래","-"
"1130","경상북도 포항시 북구 장성동","일반","1***","법원로139번길","제2종일반주거","제2종근린생활","12m미만","864.85","454.90","250,000","","법인","개인","202408","23","","2022","20241007","중개거래","경북 포항시 남구"
"1131","서울특별시 중구 정동","일반","2*","정동길","제2종일반주거","제2종근린생활","8m미만","1156.54","409.80","700,000","","법인","개인","202408","23","","2004","-","중개거래","서울 강남구"
"1132","경상북도 청송군 주왕산면 하의리","집합","859","주왕산로","계획관리","숙박","12m미만","57.70"," ","2,180","4","법인","개인","202408","23","지분","2017","-","직거래","-"
"1133","서울특별시 도봉구 방학동","집합","508","해등로","제3종일반주거","제2종근린생활","25m미만","47.25"," ","19,000","2","개인","개인","202408","23","","1993","-","중개거래","서울 도봉구"
"1134","광주광역시 서구 화정동","일반","1**","상무대로1099번길","준주거","숙박","12m미만","730.83","198.00","57,000","","개인","개인","202408","23","","1987","-","중개거래","광주 북구"
"1135","인천광역시 중구 내동","일반","1**","개항로53번길","일반상업","제2종근린생활","8m미만","196.30","91.70","37,500","","개인","개인","202408","23","","","-","중개거래","인천 중구"
