"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"3204","서울특별시 동작구 신대방동","6**","12m미만","20.00","월세","202408","29","3,000","57","2023","신대방길","202408~202608","신규","-","","","단독다가구"
"3205","부산광역시 남구 용호동","5**","12m미만","122.85","월세","202408","29","0","25","1977","동명로132번길","202408~202608","신규","-","","","단독다가구"
"3206","서울특별시 구로구 개봉동","6*","8m미만","15.12","월세","202408","29","200","20","1993","고척로16길","202410~202510","신규","-","","","단독다가구"
"3207","부산광역시 남구 감만동","*","12m미만","39.00","월세","202408","29","200","28","1990","양지골로","202408~202608","신규","-","","","단독다가구"
"3208","대구광역시 서구 내당동","6*","12m미만","25.00","월세","202408","29","500","30","2017","서대구로2길","202408~202508","신규","-","","","단독다가구"
"3209","서울특별시 구로구 개봉동","1**","8m미만","23.14","전세","202408","29","12,000","0","1993","개봉로20길","202409~202609","신규","-","","","단독다가구"
"3210","부산광역시 수영구 광안동","6**","12m미만","94.98","월세","202408","29","1,000","50","1985","광서로11번길","202410~202610","신규","-","","","단독다가구"
"3211","부산광역시 수영구 광안동","1**","8m미만","15.00","월세","202408","29","1,000","29","1987","남천바다로9번길","202409~202609","신규","-","","","단독다가구"
"3212","인천광역시 부평구 부평동","3**","8m미만","33.00","월세","202408","29","200","30","","부흥북로","202409~202609","신규","-","","","단독다가구"
"3213","서울특별시 관악구 봉천동","6**","8m미만","26.00","월세","202408","29","500","40","","봉천로","202409~202609","신규","-","","","단독다가구"
"3214","부산광역시 수영구 광안동","1***","8m미만","18.87","월세","202408","29","150","22","","광서로16번길","202408~202508","신규","-","","","단독다가구"
"3215","서울특별시 관악구 봉천동","6**","8m미만","41.00","월세","202408","29","0","30","1993","봉천로21나길","202408~202608","신규","-","","","단독다가구"
"3216","인천광역시 부평구 십정동","5**","8m미만","40.00","월세","202408","29","100","32","1987","동암남로7번길","202409~202609","신규","-","","","단독다가구"
"3217","부산광역시 북구 구포동","1***","12m미만","36.00","월세","202408","29","500","15","1992","시랑로141번길","202408~202608","신규","-","","","단독다가구"
"3218","부산광역시 동구 범일동","1***","8m미만","78.04","월세","202408","29","1,500","15","1975","망양로937번길","202408~202608","신규","-","","","단독다가구"
"3219","서울특별시 관악구 봉천동","*","8m미만","28.20","전세","202408","29","10,000","0","","청림3마길","202409~202609","신규","-","","","단독다가구"
"3220","서울특별시 관악구 봉천동","1***","8m미만","33.00","월세","202408","29","17,000","25","2012","인헌1가길","-","-","-","","","단독다가구"
"3221","서울특별시 관악구 봉천동","1***","8m미만","42.74","월세","202408","29","6,000","40","1997","관악로14가길","-","-","-","","","단독다가구"
"3222","인천광역시 서구 석남동","5**","12m미만","21.89","전세","202408","29","5,000","0","2020","길주로88번길","202409~202609","신규","-","","","단독다가구"
"3223","서울특별시 서초구 신원동","4**","8m미만","59.27","전세","202408","29","50,000","0","1982","본마을길","202410~202606","신규","-","","","단독다가구"
"3224","서울특별시 강서구 마곡동","*","8m미만","40.00","월세","202408","29","1,000","50","1996","양천로47길","202408~202508","갱신","-","500","40","단독다가구"
"3225","부산광역시 사하구 괴정동","1***","12m미만","26.95","월세","202408","29","500","15","1985","사하로186번나길","202408~202608","신규","-","","","단독다가구"
"3226","부산광역시 금정구 부곡동","7**","8m미만","97.79","월세","202408","29","500","30","1977","서동로34번길","202409~202509","신규","-","","","단독다가구"
"3227","서울특별시 송파구 풍납동","4**","8m미만","30.95","전세","202408","29","10,000","0","1995","풍성로27길","202410~202610","갱신","-","8,000","0","단독다가구"
"3228","서울특별시 관악구 봉천동","6**","8m미만","20.00","전세","202408","29","13,000","0","2022","봉천로23가길","-","-","-","","","단독다가구"
"3229","서울특별시 관악구 봉천동","1***","8m미만","100.90","전세","202408","29","31,000","0","2018","청룡9길","-","-","-","","","단독다가구"
"3230","서울특별시 관악구 봉천동","1***","8m미만","33.00","월세","202408","29","17,000","25","2012","인헌1가길","-","-","-","","","단독다가구"
"3231","서울특별시 강동구 암사동","5**","8m미만","18.00","월세","202408","29","1,000","40","2011","고덕로8길","202409~202609","신규","-","","","단독다가구"
"3232","부산광역시 사하구 당리동","5**","8m미만","107.59","월세","202408","29","2,500","15","1987","동매로158번길","202408~202608","신규","-","","","단독다가구"
"3233","서울특별시 구로구 고척동","5*","8m미만","39.01","월세","202408","29","1,000","90","1978","경인로47가길","202408~202608","신규","-","","","단독다가구"
"3234","서울특별시 구로구 고척동","6*","8m미만","30.93","월세","202408","29","1,000","45","1993","안양천로537다길","202409~202609","신규","-","","","단독다가구"
"3235","서울특별시 송파구 풍납동","4**","12m미만","65.00","월세","202408","29","18,000","40","1997","풍성로26길","202408~202608","갱신","사용","18,000","40","단독다가구"
"3236","부산광역시 수영구 수영동","4**","25m미만","114.43","월세","202408","29","500","28","1975","구락로43번길","202408~202608","신규","-","","","단독다가구"
"3237","서울특별시 관악구 봉천동","7**","8m미만","33.00","월세","202408","29","5,000","75","2020","보라매로","202410~202610","신규","-","","","단독다가구"
"3238","인천광역시 부평구 삼산동","5**","12m미만","20.00","월세","202408","29","500","40","2011","체육관로174번길","202408~202508","신규","-","","","단독다가구"
"3239","서울특별시 송파구 석촌동","2**","8m미만","14.00","월세","202408","29","140","90","1995","백제고분로34길","202409~202411","신규","-","","","단독다가구"
"3240","부산광역시 사하구 당리동","3**","8m미만","48.66","월세","202408","29","2,000","30","1986","승학로20번길","202409~202609","신규","-","","","단독다가구"
"3241","서울특별시 강서구 등촌동","5**","8m미만","28.00","월세","202408","29","1,000","75","","등촌로39다길","202409~202609","신규","-","","","단독다가구"
"3242","광주광역시 서구 쌍촌동","2**","8m미만","28.70","월세","202408","29","500","80","","내방로246번길","202408~202508","신규","-","","","단독다가구"
"3243","서울특별시 영등포구 신길동","2**","-","19.06","월세","202408","29","500","60","","","-","-","-","","","단독다가구"
"3244","인천광역시 서구 가좌동","2**","12m미만","165.85","월세","202408","29","2,000","60","","장고개로287번길","202410~202610","신규","-","","","단독다가구"
"3245","서울특별시 영등포구 신길동","2**","12m미만","26.45","전세","202408","29","13,000","0","","도신로56길","202410~202610","신규","-","","","단독다가구"
"3246","서울특별시 영등포구 신길동","2**","12m미만","25.45","전세","202408","29","13,000","0","","도신로56길","202410~202610","신규","-","","","단독다가구"
"3247","서울특별시 영등포구 신길동","9**","25m미만","27.00","월세","202408","29","500","40","","여의대방로43나길","202409~202509","신규","-","","","단독다가구"
"3248","서울특별시 마포구 성산동","8*","8m미만","21.82","월세","202408","29","500","80","2018","성산로4안길","202409~202609","신규","-","","","단독다가구"
"3249","부산광역시 사하구 하단동","3**","8m미만","43.92","월세","202408","29","1,000","40","1985","동매로104번길","202409~202609","신규","-","","","단독다가구"
"3250","서울특별시 강동구 고덕동","1**","8m미만","28.00","월세","202408","29","100","35","1987","아리수로82길","202408~202502","신규","-","","","단독다가구"
"3251","인천광역시 서구 가좌동","1**","8m미만","141.90","월세","202408","29","500","40","1985","가석로126번길","202410~202610","신규","-","","","단독다가구"
"3252","서울특별시 관악구 신림동","4**","8m미만","25.00","월세","202408","29","1,500","5","1988","신사로18길","202409~202609","신규","-","","","단독다가구"
"3253","서울특별시 영등포구 신길동","9*","8m미만","198.99","월세","202408","29","400","35","1992","여의대방로47다길","202408~202608","갱신","-","0","30","단독다가구"
"3254","서울특별시 관악구 신림동","6**","8m미만","21.48","월세","202408","29","500","30","1994","법원단지7길","202410~202610","신규","-","","","단독다가구"
"3255","서울특별시 관악구 신림동","1***","12m미만","16.52","월세","202408","29","100","33","2007","조원로8길","202409~202509","신규","-","","","단독다가구"
"3256","대구광역시 달서구 용산동","2**","8m미만","33.00","월세","202408","29","500","35","2011","와룡로45안길","202409~202509","신규","-","","","단독다가구"
"3257","서울특별시 관악구 신림동","4**","8m미만","40.00","월세","202408","29","500","55","1994","남부순환로163가길","202408~202508","신규","-","","","단독다가구"
"3258","서울특별시 관악구 신림동","4**","8m미만","34.73","월세","202408","29","1,000","45","1992","남부순환로165길","202409~202609","신규","-","","","단독다가구"
"3259","대구광역시 달서구 이곡동","1***","8m미만","23.10","월세","202408","29","200","38","2011","달구벌대로264안길","202409~202508","신규","-","","","단독다가구"
"3260","서울특별시 관악구 신림동","1***","8m미만","20.00","월세","202408","29","12,000","15","","남부순환로168나길","202409~202609","신규","-","","","단독다가구"
"3261","서울특별시 관악구 신림동","1***","8m미만","14.03","월세","202408","29","1,000","30","","문성로28길","202409~202508","신규","-","","","단독다가구"
"3262","서울특별시 관악구 신림동","6**","8m미만","40.00","월세","202408","29","1,000","42","1991","난곡로26길","202410~202610","신규","-","","","단독다가구"
"3263","서울특별시 관악구 신림동","9*","8m미만","30.00","월세","202408","29","10,000","12","1991","복은14길","202410~202610","신규","-","","","단독다가구"
"3264","서울특별시 관악구 신림동","1**","8m미만","18.60","월세","202408","29","1,000","37","2001","복은4길","202408~202508","신규","-","","","단독다가구"
"3265","서울특별시 서대문구 신촌동","*","8m미만","18.00","월세","202408","29","500","53","1997","성산로24길","202409~202509","신규","-","","","단독다가구"
"3266","서울특별시 서대문구 홍제동","2**","8m미만","33.00","월세","202408","29","500","45","1987","세무서10길","202409~202609","신규","-","","","단독다가구"
"3267","서울특별시 마포구 노고산동","1**","8m미만","35.00","월세","202408","29","2,500","95","1990","백범로4길","202409~202609","신규","-","","","단독다가구"
