"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1203","서울특별시 은평구 응암동","5**","단독","8m미만","89.92","132.20","202408","22","58,000","개인","개인","1973","가좌로10길","-","중개거래","서울 마포구"
"1204","서울특별시 용산구 효창동","*","단독","25m미만","292.32","138.80","202408","22","294,000","개인","개인","1996","임정로","-","중개거래","서울 강남구"
"1205","서울특별시 강동구 고덕동","2**","단독","8m미만","247.32","195.80","202408","22","215,000","법인","개인","1987","아리수로72길","-","중개거래","서울 강동구, 서울 서초구"
"1206","울산광역시 동구 방어동","1***","다가구","12m미만","310.27","166.80","202408","22","40,950","개인","법인","2008","화암7길","-","중개거래","울산 동구"
"1207","서울특별시 종로구 가회동","8*","단독","8m미만","28.10","46.30","202408","22","59,000","개인","개인","1911","북촌로9길","-","중개거래","서울 은평구, 서울 종로구"
"1208","경기도 파주시 문발동","5**","단독","12m미만","381.06","367.50","202408","22","235,000","개인","법인","2023","꽃창포길","-","중개거래","경기 고양시 덕양구"
"1209","경기도 군포시 금정동","8**","다가구","8m미만","397.44","226.80","202408","22","85,000","개인","개인","1993","쟁골2길","20250410","중개거래","경기 군포시"
"1210","경기도 여주시 멱곡동","9*","단독","8m미만","124.23","442.00","202408","22","48,880","개인","개인","2022","주내로","-","중개거래","경기 여주시"
"1211","대구광역시 남구 대명동","1***","단독","8m미만","37.85","138.20","202408","22","15,400","개인","개인","1999","대명복개로3길","-","중개거래","대구 남구"
"1212","경상북도 영천시 교촌동","1**","단독","8m미만","56.86","317.00","202408","22","6,000","개인","개인","1951","서문길","-","직거래","-"
"1213","경상북도 경산시 하양읍 금락리","5**","단독","25m미만","66.59","136.00","202408","22","27,000","개인","개인","1979","조산천서길","-","중개거래","대구 동구"
"1214","인천광역시 미추홀구 주안동","1***","다가구","8m미만","105.61","69.00","202408","22","18,300","개인","개인","1994","주승로69번길","-","중개거래","인천 미추홀구"
"1215","광주광역시 남구 주월동","8**","단독","8m미만","29.04","66.00","202408","22","9,000","개인","개인","1995","금화로364번길","-","중개거래","광주 남구"
"1216","광주광역시 광산구 월곡동","5**","단독","12m미만","183.51","227.00","202408","22","40,000","개인","개인","1992","월곡반월로58번길","-","직거래","-"
"1217","인천광역시 강화군 송해면 하도리","7**","단독","8m미만","311.30","662.00","202408","22","68,000","개인","개인","2022","강화대로833번길","-","중개거래","인천 강화군"
"1218","제주특별자치도 제주시 한림읍 금악리","2***","단독","-","81.18","383.00","202408","22","31,500","개인","개인","2023","중산간서로","-","직거래","-"
"1219","전라남도 장흥군 장흥읍 건산리","4**","단독","8m미만","30.41","109.00","202408","22","5,000","개인","개인","1967","중앙로2길","-","직거래","-"
"1220","울산광역시 울주군 서생면 대송리","8*","단독","8m미만","64.30","318.00","202408","22","26,800","개인","개인","1992","평동길","-","직거래","-"
"1221","제주특별자치도 제주시 한림읍 동명리","2***","단독","8m미만","71.02","539.00","202408","22","25,000","개인","개인","1941","명월성로","-","중개거래","제주 제주시"
"1222","충청남도 서산시 고북면 사기리","3**","단독","8m미만","79.00","902.00","202408","22","2,700","개인","개인","1900","사기큰마을1길","-","직거래","-"
"1223","서울특별시 종로구 연건동","4*","단독","8m미만","81.57","41.70","202408","22","66,000","법인","개인","1995","대학로5길","-","중개거래","서울 종로구"
"1224","충청남도 서천군 한산면 마양리","1**","단독","8m미만","54.59","393.00","202408","22","5,800","개인","개인","1995","신성로269번길","-","직거래","-"
"1225","전북특별자치도 익산시 왕궁면 왕궁리","1**","단독","8m미만","127.25","407.00","202408","22","3,075","개인","개인","1900","궁평길","-","직거래","-"
"1226","전북특별자치도 전주시 완산구 서서학동","9**","단독","8m미만","37.52","81.00","202408","22","3,400","개인","개인","1985","흑석로","-","직거래","-"
"1227","전북특별자치도 남원시 주천면 용담리","2**","단독","8m미만","104.61","367.00","202408","22","15,000","개인","개인","2015","용담2길","-","직거래","-"
"1228","충청남도 천안시 서북구 쌍용동","1***","다가구","12m미만","440.13","268.50","202408","22","60,000","개인","개인","2005","월봉3길","-","중개거래","충남 천안시 서북구"
"1229","경상북도 포항시 남구 대송면 공수리","2**","단독","8m미만","63.36","321.00","202408","22","7,000","개인","개인","1990","장동홍계길80번길","20240919","중개거래","경북 포항시 남구"
"1230","광주광역시 북구 우산동","1**","단독","12m미만","129.17","119.30","202408","22","23,000","개인","개인","1983","서방로63번길","-","중개거래","광주 북구"
"1231","경상남도 창원시 진해구 충의동","3*","단독","12m미만","88.20","198.30","202408","22","12,100","개인","개인","1983","태평로38번길","-","중개거래","경남 창원시 마산회원구"
"1232","인천광역시 강화군 화도면 덕포리","1***","단독","8m미만","100.68","430.00","202408","22","40,000","개인","개인","1996","마니산로417번길","-","중개거래","인천 강화군"
"1233","인천광역시 서구 가좌동","1**","단독","12m미만","107.49","91.40","202408","22","26,300","개인","개인","1984","가정로112번길","-","직거래","-"
"1234","경기도 평택시 포승읍 희곡리","1**","다가구","8m미만","462.27","819.00","202408","22","89,350","개인","개인","2016","송내길","-","직거래","-"
"1235","충청북도 제천시 백운면 평동리","4**","단독","8m미만","119.14","1142.00","202408","22","24,973","개인","개인","2021","금봉로3길","-","중개거래","충북 제천시"
"1236","충청북도 옥천군 옥천읍 양수리","2**","단독","8m미만","199.91","1479.00","202408","22","51,000","개인","개인","2010","마암로","-","직거래","-"
"1237","부산광역시 영도구 대평동1가","1**","단독","8m미만","39.54","53.80","202408","22","7,000","개인","개인","1900","대평로27번길","-","직거래","-"
"1238","대전광역시 대덕구 비래동","1**","단독","8m미만","144.45","181.50","202408","22","28,400","개인","개인","1990","우암로450번길","-","중개거래","대전 동구"
"1239","경상북도 경주시 외동읍 신계리","1***","단독","8m미만","139.56","496.00","202408","22","50,000","개인","개인","2023","신계길","-","중개거래","경북 경주시"
"1240","강원특별자치도 인제군 기린면 방동리","*","단독","8m미만","86.35","2350.70","202408","22","9,969","개인","개인","1900","방동약수로","-","직거래","-"
"1241","충청남도 홍성군 홍성읍 오관리","5**","단독","8m미만","163.48","320.00","202408","22","22,700","개인","개인","1979","충절로1053번길","-","직거래","-"
"1242","부산광역시 사하구 괴정동","1**","단독","8m미만","16.86","30.00","202408","22","4,500","개인","개인","1985","대티로63번다길","-","중개거래","부산 사하구"
"1243","경상북도 청도군 운문면 오진리","1**","단독","8m미만","98.40","264.00","202408","22","13,610","개인","개인","1998","오진1길","20240904","직거래","-"
"1244","경상북도 예천군 감천면 유리","3**","단독","8m미만","66.12","896.00","202408","22","2,100","개인","개인","1945","유동길","-","직거래","-"
"1245","충청북도 충주시 엄정면 율능리","7**","단독","8m미만","93.15","856.00","202408","22","11,000","개인","개인","1996","퇴미길","-","중개거래","충북 충주시"
"1246","충청남도 아산시 배방읍 세출리","3**","단독","8m미만","225.08","486.00","202408","22","20,000","개인","법인","1996","호서로","-","중개거래","충남 아산시"
"1247","충청북도 제천시 하소동","2**","단독","12m미만","199.44","352.00","202408","22","68,000","개인","개인","2019","용두대로1길","-","중개거래","충북 제천시"
"1248","서울특별시 은평구 증산동","1**","단독","8m미만","76.63","119.00","202408","22","75,000","개인","개인","1975","증산로13길","-","중개거래","서울 은평구"
"1249","경상남도 통영시 항남동","1**","단독","8m미만","29.41","66.00","202408","22","7,000","개인","개인","1936","동충2길","-","직거래","-"
"1250","광주광역시 동구 산수동","5**","단독","12m미만","70.07","145.50","202408","22","26,000","개인","개인","1974","필문대로171번길","-","중개거래","광주 북구"
"1251","전라남도 순천시 연향동","1***","단독","12m미만","224.48","200.40","202408","22","30,000","개인","개인","1994","장자보2길","-","중개거래","전남 순천시"
"1252","경기도 가평군 청평면 청평리","1**","단독","8m미만","103.81","492.00","202408","22","34,500","개인","법인","1984","잠곡로73번길","-","중개거래","경기 가평군"
"1253","전라남도 담양군 수북면 수북리","8*","단독","-","162.69","491.00","202408","22","58,800","개인","개인","2024","추성1로","-","중개거래","광주 북구"
"1254","경상북도 상주시 화동면 보미리","5**","단독","8m미만","49.54","187.00","202408","22","1,912","개인","개인","2006","보미1길","-","직거래","-"
"1255","경상남도 진주시 사봉면 봉곡리","9**","단독","8m미만","68.50","298.00","202408","22","5,500","개인","개인","2011","사군로231번길","-","중개거래","경남 진주시"
"1256","부산광역시 수영구 수영동","1**","단독","8m미만","89.59","182.00","202408","22","27,500","개인","개인","1976","수영성로","-","중개거래","부산 수영구"
"1257","경상북도 경주시 현곡면 무과리","1**","단독","8m미만","130.78","724.00","202408","22","24,800","개인","개인","2005","새안현로","-","중개거래","경북 포항시 북구"
"1258","제주특별자치도 제주시 이도이동","4**","다가구","8m미만","251.60","253.00","202408","22","66,500","개인","공공기관","2012","이도공원길","-","직거래","-"
"1259","경상북도 포항시 북구 죽도동","6**","단독","8m미만","102.54","205.00","202408","22","25,000","개인","개인","1983","중흥로225번길","-","중개거래","경북 포항시 북구"
"1260","경기도 성남시 수정구 수진동","1***","다가구","8m미만","109.41","63.10","202408","22","75,000","개인","개인","1990","제일로124번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"1261","제주특별자치도 제주시 도남동","9**","단독","12m미만","87.85","148.20","202408","22","29,000","기타","개인","1987","서사로23길","-","중개거래","제주 제주시"
"1262","전라남도 나주시 반남면 신촌리","8**","단독","8m미만","76.00","651.80","202408","22","1,200","개인","개인","1965","청송로","-","직거래","-"
"1263","전라남도 영암군 삼호읍 용앙리","1***","다가구","8m미만","382.02","212.40","202408","22","49,000","개인","개인","2012","대불주거7로12길","-","중개거래","전남 영암군"
"1264","충청북도 옥천군 옥천읍 가풍리","9**","단독","8m미만","96.00","597.00","202408","22","6,000","개인","개인","1994","가풍2길","-","직거래","-"
"1265","제주특별자치도 제주시 애월읍 하귀1리","1**","다가구","8m미만","1299.18","866.00","202408","22","414,904","공공기관","개인","2024","하귀3길","-","직거래","-"
